mag,depth,rad,prov,lat,lon,prov_enco
3.1,14,78,MALUT,1.22,126.78,5
3.9,15,75,MALUKUTENGAH,-2.88,129.49,3
3.6,10,153,JATIM,-9.51,113.16,29
2.8,146,70,GORONTALO,-0.05,123.38,12
2.8,10,74,MALUKUTENGAH,-2.8,129.4,3
4.8,10,78,MALUKUTENGAH,-2.78,129.43,3
3.0,10,18,BALI,-8.09,115.26,22
4.4,10,128,MALUT,2.74,127.37,5
1.7,21,30,NTT,-8.53,121.95,7
3.9,24,44,SULUT,0.43,124.85,15
3.2,30,29,ACEHSINGKIL,2.6,97.75,35
4.6,34,40,SULUT,4.31,126.87,15
3.2,10,128,SULUT,0.83,126.1,15
3.2,10,96,PAPUABRT,-1.27,134.79,1
3.5,10,141,JABAR,-8.19,106.97,4
3.6,25,70,ACEHBARATDAYA,3.39,96.51,34
3.4,44,6,NTT,-9.37,119.13,7
3.3,10,112,MALUT,2.52,127.36,5
3.0,151,9,SUMUT,1.56,99.56,2
3.0,151,9,SUMUT,1.56,99.56,2
3.5,90,18,NTT,-8.5,123.65,7
3.6,10,145,SULUT,2.8,127.2,15
2.9,10,64,PAPUABRT,-3.53,133.4,1
3.9,13,157,SULUT,3.65,128.05,15
2.5,10,14,MALUT,0.88,127.66,5
3.6,10,89,PAPUABRT,-1.51,134.54,1
2.6,18,74,NTT,-7.86,120.11,7
2.4,10,42,SULTENG,-1.69,120.12,11
2.5,17,53,NTB,-8.06,117.63,8
3.1,14,69,PAPUABRT,-1.41,134.38,1
3.7,10,26,SULSEL,-2.46,120.97,17
3.6,33,75,PAPUABRT,-1.51,134.32,1
4.0,10,89,PAPUABRT,-1.48,134.57,1
3.2,15,1,NTB,-8.48,117.04,8
3.3,10,143,JATIM,-5.71,112.55,29
2.7,10,73,MALUKUTENGAH,-2.83,129.42,3
4.6,13,74,MALUKUTENGAH,-2.79,129.4,3
2.3,10,67,SULTENG,-1.97,120.55,11
4.0,10,144,SULUT,2.8,127.19,15
2.2,10,32,NTT,-10.04,124.3,7
2.2,10,90,PAPUABRT,-1.45,134.61,1
3.6,10,142,MALUT,2.8,127.25,5
3.1,11,80,SULUT,0.3,125.17,15
3.9,10,57,NTB,-7.99,117.54,8
2.7,10,92,MALUKUTENGAH,-4.08,128.66,3
3.9,10,91,PAPUABRT,-1.5,134.58,1
3.6,91,11,NTB,-8.79,116.21,8
4.4,13,87,PAPUABRT,-1.49,134.54,1
3.5,10,93,PAPUABRT,-1.49,134.61,1
3.7,10,144,SULUT,2.8,127.19,15
3.9,10,139,JATIM,-5.74,112.53,29
3.7,10,139,MALUT,2.83,127.31,5
6.5,10,147,MALUT,2.75,127.14,5
4.9,10,94,PAPUABRT,-1.47,134.65,1
3.0,10,38,SULTENG,-1.24,121.22,11
4.2,10,92,PAPUABRT,-1.42,134.66,1
3.7,10,86,PAPUABRT,-1.48,134.53,1
3.6,10,28,SUMUT,1.76,99.08,2
4.7,25,38,BENGKULU,-4.84,103.01,13
2.7,10,85,PAPUABRT,-1.35,134.64,1
3.8,10,84,PAPUABRT,-1.48,134.51,1
6.1,10,89,PAPUABRT,-1.51,134.54,1
3.1,12,97,SULUT,1.67,125.97,15
3.8,156,28,SUMSEL,-4.24,103.39,26
3.4,10,41,PAPUA,-0.79,136.26,10
4.6,11,41,MALUKU,-2.83,127.9,6
4.0,164,31,GORONTALO,0.25,122.32,12
3.4,42,32,JABAR,-7.28,106.56,4
4.1,10,109,MALUT,0.66,129.32,5
4.0,113,16,NTB,-8.66,118.39,8
3.9,10,90,SULTRA,-3.33,123.45,37
4.6,62,106,SULUT,4.4,127.55,15
3.8,16,102,SULUT,3.3,127.28,15
3.8,10,199,JABAR,-9.5,108.45,4
4.7,155,66,MALUKUBRTDAYA,-7.76,128.25,14
2.9,14,109,LAMPUNG,-6.34,104.19,16
2.6,10,139,LAMPUNG,-6.58,104.08,16
3.4,10,119,JATIM,-5.84,112.24,29
2.2,47,9,JATIM,-8.23,111.04,29
3.3,10,51,SULBAR,-2.51,119.09,30
3.2,161,4,JATIM,-8.22,114.41,29
3.7,10,57,SULTENG,1.09,120.29,11
4.1,10,88,SULTRA,-3.29,123.32,37
3.1,10,31,SULTENG,0.82,120.48,11
4.0,10,133,SULTRA,-3.73,124.19,37
3.4,10,127,MALUT,1.4,126.37,5
3.2,10,149,JABAR,-8.28,107.05,4
3.6,26,58,MALUKUTENGGARA,-6.0,133.14,41
4.3,165,132,MALUKUBRTDAYA,-7.47,128.77,14
4.0,34,63,SULUT,-0.12,123.71,15
4.4,374,181,MALUKUBRTDAYA,-6.69,128.52,14
4.3,10,92,SULUT,-0.16,124.63,15
3.4,29,63,JATENG,-8.3,109.02,33
4.4,134,215,SULUT,5.94,126.78,15
3.8,10,98,SULUT,0.42,125.43,15
2.3,10,21,SULTENG,-1.25,120.62,11
2.5,106,12,NTB,-8.61,118.38,8
3.9,12,79,PAPUABRT,-3.99,133.82,1
3.6,86,80,GORONTALO,-0.17,122.99,12
4.4,180,43,MALUKUBRTDAYA,-7.77,127.89,14
3.7,10,115,SULTRA,-3.09,123.48,37
2.1,10,22,SULTENG,-1.24,120.62,11
4.6,14,81,SUMUT,0.55,98.55,2
3.4,10,64,SULTENG,1.19,120.27,11
3.6,10,59,ACEH,3.01,96.38,23
3.8,147,40,SULUT,3.43,125.81,15
2.1,41,29,JABAR,-7.25,106.57,4
3.2,10,116,JABAR,-8.08,107.3,4
4.3,10,132,MALUT,2.32,126.89,5
3.7,20,92,NTB,-7.67,119.03,8
3.1,10,138,JATIM,-5.68,112.3,29
3.0,50,25,JATIM,-8.33,110.93,29
4.5,10,134,SULUT,1.5,126.33,15
3.4,54,74,NTB,-9.15,118.2,8
4.7,13,225,SULUT,5.64,125.48,15
3.0,36,43,BENGKULUSELATAN,-4.72,102.63,18
3.2,21,66,NTT,-10.69,123.72,7
2.5,10,42,MALUKU,-2.93,127.84,6
4.7,10,84,SULTRA,-3.32,123.3,37
4.8,10,89,SULTRA,-3.27,123.3,37
3.7,10,163,JATIM,-9.58,112.87,29
3.6,10,212,BALI,-10.69,114.96,22
3.6,114,8,GORONTALO,0.43,122.02,12
2.8,42,34,JABAR,-7.3,106.52,4
3.9,17,87,SULTRA,-3.3,123.34,37
3.8,10,42,JATIM,-7.84,114.37,29
3.7,10,136,JATIM,-5.8,112.59,29
3.6,46,100,JABAR,-7.87,106.76,4
3.0,10,32,SULTENG,-1.1,120.73,11
3.0,284,93,NTT,-7.79,119.44,7
3.2,136,29,JABAR,-7.37,107.68,4
4.1,10,193,SULUT,5.72,126.41,15
3.5,10,115,SULUT,0.05,125.37,15
2.9,10,30,SULTENG,-2.66,121.63,11
3.7,10,137,JATIM,-5.8,112.6,29
3.0,10,26,SULSEL,-3.53,120.32,17
3.6,10,115,JATIM,-5.96,112.49,29
4.1,12,34,BENGKULU,-5.28,102.57,13
2.9,10,85,SULTENG,-1.89,122.53,11
4.1,10,2,JABAR,-6.84,107.93,4
2.9,10,27,JABAR,-6.74,106.6,4
5.0,10,93,JABAR,-8.25,107.86,4
2.8,15,6,NTB,-8.62,116.58,8
2.5,51,36,MALUKU,-3.36,128.05,6
3.6,366,233,MALUKU,-5.88,128.26,6
2.4,15,26,JABAR,-6.75,106.52,4
2.8,10,25,JABAR,-6.76,106.59,4
2.9,20,139,SULUT,1.77,126.33,15
2.9,40,36,BENGKULUUTARA,-3.42,101.87,31
2.6,105,58,PAPUA,-2.45,139.73,10
5.6,154,787,PAPUA,-6.35,147.41,10
2.8,13,15,MALUT,1.49,127.64,5
3.1,126,14,ACEH,4.1,97.42,23
3.7,12,69,ACEH,2.66,95.77,23
3.4,10,26,JABAR,-6.75,106.57,4
3.7,10,93,MALUKUTENGAH,-2.64,129.48,3
2.6,26,52,PAPUA,-2.93,139.39,10
3.1,28,43,PAPUA,-2.79,139.52,10
4.3,23,44,PAPUA,-2.77,139.47,10
4.0,10,104,SULTENG,1.91,121.3,11
3.9,10,45,PAPUA,-2.64,139.57,10
2.8,54,45,PAPUA,-2.72,139.53,10
3.6,27,65,PAPUA,-3.06,139.25,10
6.4,29,48,PAPUA,-2.9,139.43,10
2.8,10,30,NTT,-8.51,122.78,7
2.8,10,92,GORONTALO,-0.29,123.05,12
3.1,12,26,MALUKUTENGAH,-3.54,128.96,3
4.1,10,92,NTT,-11.27,121.41,7
3.8,139,48,JATIM,-8.45,111.45,29
3.4,24,77,NTT,-9.13,123.71,7
3.6,10,53,SULSEL,-2.18,121.43,17
3.5,19,38,BENGKULUSELATAN,-4.58,102.59,18
3.3,112,40,GORONTALO,0.37,121.59,12
3.8,213,246,MALUKUTENGGARABRT,-6.2,129.97,25
4.7,133,305,PAPUA,-4.52,143.26,10
3.1,140,69,GORONTALO,-0.07,122.97,12
6.5,10,387,ACEHJAYA,2.48,92.84,36
3.1,10,26,JABAR,-6.72,106.59,4
2.6,20,25,JABAR,-6.71,106.6,4
2.3,175,37,NTT,-7.99,124.4,7
2.5,21,14,NTB,-8.41,118.61,8
3.2,10,164,PAPUABRT,-1.37,129.57,1
3.4,83,96,MALUT,2.44,127.5,5
2.9,118,20,SUMUT,0.86,99.75,2
4.1,164,119,MALUKUBRTDAYA,-7.5,128.65,14
2.7,11,36,NTB,-8.15,118.87,8
3.1,106,20,NTB,-8.53,116.32,8
2.5,10,14,NTT,-9.89,124.48,7
4.5,64,294,SULUT,6.63,126.97,15
2.3,10,36,NTB,-8.66,119.01,8
2.8,10,95,JABAR,-8.43,108.04,4
2.8,50,10,SULUT,0.9,123.92,15
4.1,139,135,MALUKUBRTDAYA,-7.49,128.82,14
2.5,28,25,JABAR,-6.69,106.59,4
3.5,50,41,SUMUT,2.21,98.18,2
3.7,76,47,JATIM,-8.52,112.39,29
3.0,10,25,SUMUT,1.77,99.13,2
4.2,11,66,PAPUA,-1.87,139.18,10
3.0,10,42,PAPUABRT,-2.04,133.69,1
2.8,10,71,SULTENG,-1.69,122.52,11
3.0,10,24,ACEH,4.54,97.76,23
2.0,10,4,SULTRA,-4.07,121.56,37
3.0,10,90,BENGKULUUTARA,-3.85,101.49,31
3.4,27,52,PAPUA,-2.1,138.91,10
3.4,153,226,MALUKUTENGGARABRT,-6.18,130.34,25
5.2,79,946,SULUT,12.49,127.38,15
4.5,10,865,SULUT,11.54,124.73,15
3.1,14,62,BENGKULU,-3.13,101.05,13
3.0,21,80,SULUT,-0.28,124.3,15
3.8,22,47,PAPUA,-4.6,139.94,10
2.3,19,28,JABAR,-6.69,106.56,4
2.9,12,57,NTT,-10.09,118.83,7
3.7,38,31,PAPUA,-2.43,139.48,10
2.5,24,69,NTB,-7.89,119.02,8
3.9,10,44,SULTENG,-1.24,121.12,11
2.5,24,69,NTB,-7.89,119.02,8
3.2,91,19,SUMUT,1.76,98.99,2
3.0,10,46,SULTENG,-1.27,121.15,11
3.4,20,47,NTT,-10.0,118.87,7
2.9,19,6,SULSEL,-3.72,120.05,17
4.1,35,57,BENGKULU,-4.24,102.09,13
3.0,10,45,SULTENG,-1.27,121.14,11
3.2,24,67,BANTEN,-7.53,106.14,21
4.6,10,191,NTT,-7.25,125.93,7
4.0,496,206,NTT,-6.94,125.83,7
2.9,17,86,NTB,-7.69,118.91,8
3.2,10,50,MALUKU,-3.51,128.3,6
3.0,43,8,SUMBAR,-0.29,100.3,20
3.7,10,60,ACEHBARATDAYA,3.38,96.67,34
5.4,56,277,SULUT,6.25,125.6,15
4.0,10,36,MALUT,1.28,127.22,5
2.5,181,61,NTT,-8.08,122.46,7
3.2,11,29,NTB,-8.22,116.76,8
3.6,200,248,MALUKUTENGGARABRT,-5.93,130.39,25
3.4,17,87,JABAR,-8.14,107.84,4
5.5,14,81,JABAR,-8.12,107.89,4
3.0,270,105,NTT,-7.6,119.59,7
5.2,29,13,NTT,-10.04,123.77,7
3.8,17,24,MALUKU,-2.94,128.38,6
3.1,74,44,NTB,-9.05,116.55,8
3.7,10,128,JABAR,-8.18,107.26,4
3.5,10,10,ACEH,2.44,96.28,23
4.2,210,66,MALUT,2.64,128.38,5
3.0,16,18,ACEH,2.31,96.36,23
3.8,22,43,BENGKULUSELATAN,-4.84,102.87,18
2.1,10,18,JATENG,-7.22,109.83,33
2.8,10,25,JABAR,-6.76,106.6,4
3.4,10,34,ACEHTENGAH,4.46,96.58,9
2.5,11,26,JABAR,-6.75,106.56,4
3.2,10,23,JABAR,-6.78,106.55,4
2.8,10,134,NTT,-7.44,121.95,7
4.2,10,17,MALUKU,-2.95,130.47,6
3.7,60,37,SULTENG,0.57,121.14,11
4.1,15,90,PAPUA,-1.6,138.07,10
3.9,10,73,MALUKU,-3.77,126.67,6
2.8,48,56,MALUT,0.97,126.9,5
4.0,26,124,SULUT,1.3,126.23,15
3.8,10,7,NTT,-9.58,124.95,7
3.4,10,157,JATIM,-9.52,112.9,29
4.5,10,93,PAPUA,-1.13,136.82,10
3.8,10,163,JATIM,-9.59,112.82,29
4.2,10,243,NTT,-11.14,117.43,7
2.9,14,123,SULUT,1.05,126.16,15
5.2,79,547,PAPUA,-5.36,145.38,10
3.9,14,109,SULUT,2.11,126.11,15
4.4,10,1,NTT,-9.54,124.91,7
4.9,10,436,SULUT,7.91,127.02,15
4.4,119,75,GORONTALO,-0.11,122.94,12
3.1,62,58,NTT,-9.21,124.13,7
5.0,48,24,SULUT,3.78,126.65,15
3.6,11,27,GORONTALO,0.29,122.28,12
4.4,97,14,NTB,-8.63,118.38,8
3.9,20,62,MALUT,0.65,126.82,5
2.9,10,92,SULTENG,-0.57,122.64,11
3.3,10,115,JATIM,-9.16,111.45,29
3.4,10,7,SULTENG,0.92,121.31,11
4.8,84,133,SULUT,5.09,126.18,15
3.6,10,91,MALUKUTENGAH,-2.68,129.5,3
2.9,10,38,SULTRA,-3.82,122.75,37
2.9,12,54,NTB,-8.01,117.34,8
2.7,42,18,BALI,-8.75,115.39,22
3.4,65,52,NTT,-8.69,123.9,7
4.0,10,15,MALUT,1.36,128.35,5
3.9,44,8,SULUT,4.07,126.69,15
2.8,10,46,SUMUT,0.48,98.22,2
4.6,26,75,NTB,-7.97,117.86,8
2.8,349,113,NTT,-7.51,120.16,7
4.8,10,100,BANTEN,-7.18,104.84,21
2.6,10,59,SULBAR,-2.43,119.08,30
3.0,21,45,NTT,-9.94,118.77,7
2.8,37,20,NTT,-9.46,119.69,7
3.2,10,26,JABAR,-6.75,106.56,4
3.3,16,40,SULTENG,-1.26,121.21,11
2.7,55,27,NTT,-9.44,120.15,7
2.9,58,44,GORONTALO,0.16,123.26,12
3.2,22,83,BENGKULUUTARA,-3.69,101.49,31
4.0,18,41,SULTENG,-1.23,121.19,11
3.7,10,43,SULTENG,-1.23,121.17,11
2.7,68,26,SUMBAR,-1.19,100.75,20
4.0,10,108,NTT,-9.43,118.02,7
3.2,10,111,JATENG,-8.73,109.07,33
3.3,10,18,SUMUT,2.63,98.47,2
3.0,57,20,ACEHBESAR,5.06,95.59,32
5.9,91,793,SULUT,11.11,127.29,15
2.8,35,71,NTT,-9.06,123.22,7
2.5,142,34,SUMSEL,-4.31,103.39,26
2.7,45,72,NTT,-9.35,123.77,7
3.3,10,17,MALUT,1.39,128.35,5
4.4,10,12,MALUT,1.31,128.37,5
3.3,54,95,LAMPUNG,-6.34,104.69,16
2.7,14,42,NTT,-9.12,120.71,7
5.2,10,445,SULUT,8.0,126.9,15
3.0,17,14,MALUKUTENGAH,-3.35,128.84,3
3.8,10,38,PAPUA,-2.72,138.97,10
2.9,12,91,MALUT,0.28,126.71,5
3.1,11,56,NTB,-8.01,117.6,8
5.5,315,1136,PAPUA,-4.32,150.94,10
3.4,14,81,MALUKU,-3.24,131.21,6
2.3,16,19,JATENG,-7.23,109.79,33
3.0,10,135,NTB,-9.81,117.46,8
3.9,10,101,SULUT,0.4,125.45,15
4.4,14,106,SUMBAR,-0.55,99.11,20
3.6,10,117,SULUT,0.8,125.96,15
3.4,92,172,JATIM,-9.55,110.37,29
4.8,10,101,SULUT,0.38,125.45,15
2.7,27,33,MALUT,0.99,127.8,5
2.3,10,19,SUMBAR,0.07,100.0,20
3.8,10,65,MALUKU,-3.33,129.94,6
2.5,13,39,JATIM,-7.87,114.42,29
2.4,10,10,SULSEL,-4.54,119.71,17
2.7,11,36,MALUT,-0.59,127.82,5
2.8,10,7,PAPUABRT,-0.96,134.05,1
1.8,10,17,SUMUT,0.91,97.31,2
3.1,10,32,ACEH,4.95,95.99,23
3.0,59,21,SULTENG,-2.89,121.93,11
5.4,23,75,MALUT,2.72,128.18,5
2.2,95,35,ACEH,4.7,96.14,23
2.4,10,51,NTB,-8.66,118.02,8
2.7,61,59,SUMUT,1.99,98.28,2
3.7,23,18,PAPUA,-2.63,139.24,10
3.0,37,53,JAMBI,-1.95,100.95,19
2.4,13,18,JATIM,-8.02,113.35,29
3.9,10,211,BANTEN,-8.71,105.55,21
4.5,10,208,BANTEN,-8.68,105.55,21
2.6,22,77,JABAR,-7.68,106.59,4
3.6,10,97,SULTENG,-0.74,122.36,11
3.6,125,46,NTB,-8.5,117.84,8
3.7,212,30,JAMBI,-2.03,102.21,19
4.6,165,197,MALUKUTENGGARABRT,-7.14,129.74,25
3.2,11,27,NTB,-8.28,118.55,8
4.8,10,64,SULUT,1.46,123.48,15
3.4,59,13,MALUT,-0.69,127.38,5
3.2,10,51,ACEH,6.19,94.96,23
4.4,105,423,SULUT,7.76,127.3,15
2.9,10,126,MALUT,1.74,126.52,5
3.7,17,64,PAPUA,-1.94,139.45,10
2.7,10,18,MALUKUTENGAH,-3.33,128.79,3
3.3,10,35,JATIM,-7.9,114.37,29
3.0,10,57,SULTENG,-1.11,120.32,11
3.0,334,88,NTT,-7.5,124.58,7
2.6,10,11,SULSEL,-3.64,119.82,17
2.0,298,1,JABAR,-6.91,106.92,4
3.5,64,14,MALUT,2.15,128.21,5
3.0,10,33,ACEH,4.43,96.54,23
4.1,25,108,NTT,-9.43,122.75,7
4.1,10,35,ACEHTENGAH,4.41,96.61,9
4.3,10,51,MALUT,-0.19,127.58,5
4.6,10,56,MALUT,-0.66,126.99,5
3.5,24,25,SULTENG,0.75,121.41,11
4.1,83,186,MALUKUTENGGARABRT,-6.52,130.46,25
2.6,97,28,JABAR,-7.15,107.04,4
3.2,33,25,NTT,-9.82,119.01,7
2.5,10,2,SULTENG,-0.4,119.83,11
3.7,10,92,MALUKU,-2.66,129.78,6
4.3,158,57,PAPUA,-4.51,138.88,10
2.2,17,21,JATENG,-7.2,109.81,33
4.0,50,60,SULTENG,0.26,120.37,11
4.3,10,198,JABAR,-8.72,106.12,4
2.9,21,83,GORONTALO,-0.2,123.0,12
3.6,10,63,SULTENG,-1.88,120.45,11
3.8,10,40,ACEH,6.17,95.08,23
3.9,19,50,PAPUABRT,-3.66,133.68,1
3.9,10,18,PAPUA,-3.38,135.85,10
3.3,13,137,PAPUABRT,-1.05,129.59,1
2.9,10,13,SULSEL,-2.49,121.09,17
3.5,32,23,MALUT,1.36,128.28,5
2.6,14,28,JABAR,-6.73,106.56,4
2.8,11,24,JABAR,-6.78,106.47,4
2.7,10,25,JABAR,-6.76,106.56,4
4.2,28,80,SULUT,3.43,127.12,15
5.5,160,69,MALUT,2.66,128.16,5
2.5,28,48,JABAR,-7.41,106.44,4
3.7,31,18,PAPUA,-2.96,140.02,10
2.5,146,18,JAMBI,-2.34,102.02,19
3.2,91,49,JATIM,-8.59,110.94,29
2.3,189,30,GORONTALO,0.27,121.75,12
4.2,10,110,SULUT,3.29,127.38,15
3.9,269,42,NTT,-7.94,122.9,7
3.2,10,54,PAPUABRT,-0.16,130.03,1
3.1,10,23,JABAR,-6.78,106.54,4
4.5,10,84,MALUT,-0.89,126.78,5
4.0,51,78,SULUT,3.45,127.12,15
2.4,10,27,JABAR,-6.74,106.55,4
5.3,116,745,SULUT,10.66,127.5,15
4.8,24,499,SULUT,8.38,125.65,15
3.6,10,59,ACEH,6.2,94.88,23
4.9,597,121,NTB,-7.45,119.18,8
3.8,23,95,JABAR,-7.85,106.52,4
3.2,13,51,MALUT,2.34,128.65,5
4.3,10,45,ACEH,6.23,95.08,23
2.7,13,32,JATENG,-7.14,108.87,33
3.0,48,65,NTT,-8.99,124.23,7
3.3,10,15,PAPUA,-4.36,139.55,10
3.6,46,12,SULUT,3.9,126.73,15
3.0,10,14,MALUT,2.1,128.17,5
3.0,10,37,SULSEL,-2.44,120.87,17
3.5,127,87,MALUKUBRTDAYA,-7.61,128.36,14
2.9,23,79,SULUT,-0.27,124.3,15
4.7,187,227,MALUKUTENGGARABRT,-6.93,129.54,25
5.2,10,99,PAPUA,-2.2,140.28,10
3.2,10,120,SULUT,0.89,126.06,15
3.5,41,121,SULUT,0.85,126.04,15
3.5,15,73,MALUKU,-2.91,129.86,6
4.9,10,429,SULUT,7.81,127.31,15
3.1,12,60,NTT,-9.51,123.63,7
3.6,10,90,SULTENG,-0.53,123.27,11
3.7,10,25,SULTENG,-1.38,123.58,11
3.4,10,87,SULTENG,-0.58,123.34,11
3.8,10,87,SULTENG,-0.56,123.29,11
4.6,115,221,MALUKU,-5.09,130.33,6
2.8,140,69,GORONTALO,-0.06,123.32,12
4.6,15,17,MALUKU,-3.13,130.64,6
4.4,10,89,SULTENG,-0.67,122.22,11
2.4,11,24,ACEH,4.82,96.14,23
3.0,10,24,MALUT,1.19,128.3,5
3.0,14,59,NTB,-8.31,119.26,8
3.0,15,63,NTB,-8.24,119.27,8
1.8,10,25,JABAR,-6.76,106.6,4
2.2,10,23,JABAR,-6.78,106.52,4
3.9,11,74,NTT,-9.02,125.56,7
2.7,22,66,ACEHJAYA,4.47,95.01,36
2.9,10,32,SUMBAR,-1.82,99.34,20
3.3,40,33,SUMBAR,-2.05,99.89,20
3.4,10,39,JATIM,-7.87,114.36,29
3.0,63,99,MALUT,2.12,127.12,5
1.9,24,16,JATENG,-7.28,109.78,33
1.8,17,15,JATENG,-7.25,109.83,33
4.7,10,429,SULUT,7.85,126.99,15
3.5,10,25,ACEH,5.2,96.47,23
3.6,14,75,MALUT,2.73,128.3,5
1.7,35,8,SULSEL,-2.63,121.11,17
5.4,19,130,SUMBAR,-0.35,98.75,20
3.2,10,7,ACEHBESAR,5.29,95.65,32
4.2,141,46,MALUKUBRTDAYA,-7.79,127.58,14
3.2,17,41,SULTENG,-0.7,119.59,11
3.6,24,113,SULUT,1.26,126.13,15
3.3,30,79,SUMBAR,-2.06,100.61,20
2.3,10,18,JABAR,-6.83,106.5,4
2.0,19,18,JATENG,-7.24,109.79,33
4.1,10,95,MALUT,-1.18,126.83,5
3.6,178,31,NTT,-8.21,119.88,7
4.6,58,383,SULUT,7.44,126.91,15
3.3,10,93,BENGKULU,-4.59,101.89,13
3.4,10,34,PAPUABRT,-0.92,134.31,1
4.1,10,27,JATENG,-7.11,108.91,33
3.4,10,119,BALI,-9.75,114.73,22
3.7,11,120,BALI,-9.73,114.67,22
3.4,77,82,SULUT,-0.36,123.91,15
3.4,139,79,GORONTALO,-0.11,122.83,12
3.0,13,27,JABAR,-6.74,106.53,4
4.8,10,476,SULUT,8.24,127.32,15
5.0,10,534,SULUT,8.74,127.48,15
4.9,10,529,SULUT,8.71,127.39,15
4.3,13,34,JATENG,-7.14,108.85,33
3.7,10,35,SULUT,4.26,126.86,15
3.1,10,87,PAPUA,-2.47,140.45,10
2.9,10,37,NTT,-8.79,119.73,7
3.6,13,64,BENGKULU,-2.86,101.62,13
2.9,10,6,SUMBAR,-0.41,100.36,20
3.1,77,57,NTT,-8.73,123.93,7
2.0,10,13,JABAR,-7.2,107.78,4
2.0,16,9,SULBAR,-2.96,119.4,30
2.7,13,73,MALUT,0.54,126.75,5
2.2,70,86,GORONTALO,-0.2,122.89,12
2.1,76,8,SUMBAR,-0.65,100.07,20
2.2,18,35,NTB,-8.57,119.05,8
2.6,18,76,BALI,-9.47,115.37,22
3.1,10,90,PAPUA,-2.25,140.2,10
3.0,14,75,MALUT,0.77,126.69,5
4.2,11,112,MALUT,1.63,126.62,5
5.4,178,213,MALUKUTENGGARABRT,-6.94,129.68,25
4.7,10,405,SULUT,7.64,126.94,15
4.6,10,405,SULUT,7.64,126.94,15
3.5,10,76,BENGKULU,-4.41,101.98,13
5.2,166,152,MALUKUTENGGARABRT,-6.79,130.6,25
2.0,16,3,JATENG,-7.34,109.91,33
3.5,53,67,ACEH,1.98,96.72,23
3.1,17,29,MALUT,1.17,128.26,5
4.0,69,261,MALUKU,-5.44,130.24,6
4.8,10,429,SULUT,7.85,126.98,15
4.4,90,54,MALUT,1.8,127.39,5
4.9,15,29,BANTEN,-7.17,106.13,21
3.3,14,21,NTB,-8.33,118.89,8
4.9,10,536,SULUT,8.77,127.42,15
3.1,131,64,GORONTALO,0.0,123.35,12
3.3,116,15,DIY,-8.09,110.51,28
2.2,10,13,JABAR,-6.96,106.82,4
1.3,10,27,SULSEL,-2.72,120.97,17
4.8,10,453,SULUT,8.04,127.24,15
2.7,26,12,NTT,-9.82,119.27,7
2.4,20,17,JABAR,-6.88,106.43,4
2.2,10,13,JABAR,-6.9,106.47,4
3.0,10,95,MALUKUTENGAH,-2.63,129.49,3
2.2,15,24,JABAR,-6.77,106.52,4
5.4,99,42,SULUT,0.0,124.08,15
4.3,20,77,JABAR,-8.14,107.95,4
4.0,13,102,SUMUT,0.06,97.05,2
2.9,10,93,GORONTALO,-0.28,122.92,12
3.9,10,125,PAPUA,-0.6,137.02,10
3.2,13,43,SULTENG,-0.57,119.47,11
2.6,10,27,JABAR,-6.74,106.54,4
2.6,10,27,JABAR,-6.74,106.53,4
3.2,129,22,SUMSEL,-4.74,104.2,26
3.5,29,25,MALUT,2.2,128.47,5
3.6,14,38,BANTEN,-6.98,105.44,21
3.6,94,66,MALUT,1.62,127.06,5
4.9,115,525,SULUT,8.72,126.4,15
2.8,10,12,SUMBAR,-0.47,100.28,20
3.3,31,39,PAPUA,-3.67,140.62,10
3.1,10,25,NTT,-9.96,124.29,7
2.6,109,13,BANTEN,-6.86,106.16,21
3.8,16,41,SULTENG,-0.71,119.59,11
3.8,16,41,SULTENG,-0.71,119.59,11
2.7,10,10,DIY,-7.96,110.52,28
3.3,10,27,NTT,-9.97,124.27,7
2.4,10,34,JATENG,-7.14,108.85,33
2.4,10,2,SUMUT,2.76,98.34,2
2.5,10,13,SULSEL,-3.55,119.48,17
3.8,127,104,MALUKUTENGAH,-4.16,129.34,3
2.2,10,55,SULSEL,-2.41,120.7,17
3.5,25,41,SUMBAR,-1.41,100.21,20
3.1,11,45,JATIM,-7.82,114.42,29
3.6,10,95,SULTENG,-2.02,122.43,11
4.1,10,87,SULTENG,-1.89,122.51,11
4.1,10,99,MALUKUTENGAH,-2.69,129.61,3
4.8,10,501,SULUT,8.49,127.08,15
5.2,10,193,NTB,-10.49,116.98,8
2.5,10,23,JABAR,-6.78,106.54,4
5.0,10,470,SULUT,8.19,127.27,15
3.2,21,140,MALUT,1.93,126.47,5
4.7,12,428,SULUT,7.85,126.82,15
2.8,10,30,JABAR,-6.67,106.53,4
3.9,11,144,SULUT,2.7,126.8,15
3.4,10,114,JATIM,-9.15,112.36,29
2.8,10,30,SULTENG,-2.97,121.94,11
4.2,10,244,MALUKUTENGGARABRT,-6.54,129.63,25
2.7,17,16,JATENG,-7.27,109.76,33
2.9,10,98,SULTENG,-0.49,123.38,11
4.4,169,322,SULUT,6.9,126.56,15
4.2,94,75,SULUT,2.88,126.03,15
4.2,10,134,SULUT,0.51,125.89,15
5.8,258,22,RIAU,-0.5,101.33,24
3.9,23,91,NTT,-9.49,118.17,7
3.5,27,19,PAPUA,-3.55,135.58,10
2.7,10,14,SULSEL,-3.52,119.52,17
3.3,24,58,NTB,-8.11,117.78,8
